time_s,emg,piezo,straining,vocal_resonance,phonation,breath_support
0.0240,771,515,1,0,0,0
0.0240,771,515,1,0,0,0
0.0241,772,515,1,0,0,0
0.0241,772,515,1,0,0,0
0.0241,770,514,1,0,0,0
0.0241,771,516,1,0,0,0
0.0242,771,515,1,0,0,0
0.0242,772,515,1,0,0,0
0.0242,810,515,1,0,0,0
0.0243,773,514,1,0,0,0
0.0243,772,516,1,0,0,0
0.0243,772,514,1,0,0,0
0.0244,809,515,1,0,0,0
0.0244,779,515,1,0,0,0
0.0244,772,514,1,0,0,0
0.0244,772,516,1,0,0,0
0.0245,809,515,1,0,0,0
0.0245,777,515,1,0,0,0
0.0245,772,515,1,0,0,0
0.0245,772,514,1,0,0,0
0.0246,771,516,1,0,0,0
0.0246,771,514,1,0,0,0
0.0246,771,515,1,0,0,0
0.0246,772,515,1,0,0,0
0.0247,772,515,1,0,0,0
0.0247,771,515,1,0,0,0
0.0247,771,514,1,0,0,0
0.0247,810,516,1,0,0,0
0.0248,773,515,1,0,0,0
0.0248,782,515,1,0,0,0
0.0248,782,515,1,0,0,0
0.0248,781,514,1,0,0,0
0.0249,783,516,1,0,0,0
0.0249,782,516,1,0,0,0
0.0249,782,515,1,0,0,0
0.0249,782,515,1,0,0,0
0.0250,781,515,1,0,0,0
0.0250,783,516,1,0,0,0
0.0250,782,514,1,0,0,0
0.0250,772,515,1,0,0,0
0.0251,771,515,1,0,0,0
0.0251,771,515,1,0,0,0
0.0251,772,516,1,0,0,0
0.0252,771,514,1,0,0,0
0.0252,810,516,1,0,0,0
0.0252,776,515,1,0,0,0
0.0252,771,515,1,0,0,0
0.0253,772,516,1,0,0,0
0.0253,772,514,1,0,0,0
0.0253,772,516,1,0,0,0
0.0253,771,515,1,0,0,0
0.0254,809,515,1,0,0,0
0.0254,775,515,1,0,0,0
0.0254,772,514,1,0,0,0
0.0254,772,516,1,0,0,0
0.0255,809,515,1,0,0,0
0.0255,777,515,1,0,0,0
0.0255,772,515,1,0,0,0
0.0256,772,514,1,0,0,0
0.0256,771,516,1,0,0,0
0.0256,771,514,1,0,0,0
0.0256,771,515,1,0,0,0
0.0257,772,515,1,0,0,0
0.0257,772,514,1,0,0,0
0.0257,771,516,1,0,0,0
0.0257,771,514,1,0,0,0
0.0258,810,516,1,0,0,0
0.0258,774,515,1,0,0,0
0.0258,771,515,1,0,0,0
0.0258,772,515,1,0,0,0
0.0259,770,514,1,0,0,0
0.0259,790,516,1,0,0,0
0.0259,783,515,1,0,0,0
0.0259,782,515,1,0,0,0
0.0260,783,515,1,0,0,0
0.0260,782,514,1,0,0,0
0.0260,782,516,1,0,0,0
0.0260,781,515,1,0,0,0
0.0261,782,515,1,0,0,0
0.0261,782,515,1,0,0,0
0.0261,782,514,1,0,0,0
0.0261,782,516,1,0,0,0
0.0262,771,514,1,0,0,0
0.0262,772,515,1,0,0,0
0.0262,772,515,1,0,0,0
0.0262,770,514,1,0,0,0
0.0263,771,516,1,0,0,0
0.0263,809,515,1,0,0,0
0.0263,778,515,1,0,0,0
0.0264,771,515,1,0,0,0
0.0264,772,515,1,0,0,0
0.0264,772,516,1,0,0,0
0.0264,770,514,1,0,0,0
0.0265,771,516,1,0,0,0
0.0265,809,515,1,0,0,0
0.0265,775,515,1,0,0,0
0.0265,772,515,1,0,0,0
0.0266,770,514,1,0,0,0
0.0266,771,516,1,0,0,0
0.0266,771,514,1,0,0,0
0.0266,772,515,1,0,0,0
0.0267,772,515,1,0,0,0
0.0267,770,514,1,0,0,0
0.0267,771,516,1,0,0,0
0.0267,771,514,1,0,0,0
0.0268,770,515,1,0,0,0
0.0268,772,515,1,0,0,0
0.0268,770,514,1,0,0,0
0.0268,771,516,1,0,0,0
0.0269,810,515,1,0,0,0
0.0269,776,516,1,0,0,0
